height,ts,gap_s,txs,counted_txs,bytes,fullness,fee_speck
633803,1788019758.0,6.0,0,0,0,0.000000,0
633804,1788019764.0,6.0,0,0,0,0.000000,0
633805,1788019770.001,6.000999927520752,0,0,0,0.000000,0
633806,1788019776.0,5.999000072479248,1,1,9382,0.009382,1
633807,1788019782.0,6.0,0,0,0,0.000000,0
633808,1788019788.0,6.0,0,0,0,0.000000,0
633809,1788019794.0,6.0,0,0,0,0.000000,0
633810,1788019800.0,6.0,0,0,0,0.000000,0
633811,1788019806.0,6.0,0,0,0,0.000000,0
633812,1788019812.001,6.000999927520752,1,1,8097,0.008097,1
633813,1788019818.0,5.999000072479248,0,0,0,0.000000,0
633814,1788019824.0,6.0,0,0,0,0.000000,0
633815,1788019830.0,6.0,0,0,0,0.000000,0
633816,1788019836.0,6.0,0,0,0,0.000000,0
633817,1788019842.0,6.0,0,0,0,0.000000,0
633818,1788019848.0,6.0,0,0,0,0.000000,0
633819,1788019854.0,6.0,2,2,12123,0.012123,2
633820,1788019860.0,6.0,0,0,0,0.000000,0
633821,1788019866.0,6.0,0,0,0,0.000000,0
633822,1788019872.0,6.0,1,1,3822,0.003822,1
633823,1788019878.001,6.000999927520752,0,0,0,0.000000,0
633824,1788019884.001,6.0,0,0,0,0.000000,0
633825,1788019890.0,5.999000072479248,0,0,0,0.000000,0
633826,1788019896.0,6.0,0,0,0,0.000000,0
633827,1788019902.001,6.000999927520752,0,0,0,0.000000,0
633828,1788019908.0,5.999000072479248,0,0,0,0.000000,0
633829,1788019914.0,6.0,0,0,0,0.000000,0
633830,1788019920.0,6.0,1,1,8096,0.008096,1
633831,1788019926.0,6.0,0,0,0,0.000000,0
633832,1788019932.0,6.0,0,0,0,0.000000,0
633833,1788019938.0,6.0,0,0,0,0.000000,0
633834,1788019944.0,6.0,0,0,0,0.000000,0
633835,1788019950.0,6.0,0,0,0,0.000000,0
633836,1788019956.001,6.000999927520752,0,0,0,0.000000,0
633837,1788019962.0,5.999000072479248,1,1,8302,0.008302,1
633838,1788019968.0,6.0,0,0,0,0.000000,0
633839,1788019974.0,6.0,0,0,0,0.000000,0
633840,1788019980.0,6.0,0,0,0,0.000000,0
633841,1788019986.0,6.0,0,0,0,0.000000,0
633842,1788019992.0,6.0,0,0,0,0.000000,0
633843,1788019998.0,6.0,0,0,0,0.000000,0
633844,1788020004.0,6.0,0,0,0,0.000000,0
633845,1788020010.001,6.000999927520752,0,0,0,0.000000,0
633846,1788020016.0,5.999000072479248,0,0,0,0.000000,0
633847,1788020022.0,6.0,0,0,0,0.000000,0
633848,1788020028.0,6.0,0,0,0,0.000000,0
633849,1788020034.0,6.0,0,0,0,0.000000,0
633850,1788020040.001,6.000999927520752,0,0,0,0.000000,0
633851,1788020046.0,5.999000072479248,0,0,0,0.000000,0
633852,1788020052.0,6.0,0,0,0,0.000000,0
633853,1788020058.0,6.0,0,0,0,0.000000,0
633854,1788020064.0,6.0,0,0,0,0.000000,0
633855,1788020070.0,6.0,0,0,0,0.000000,0
633856,1788020076.0,6.0,0,0,0,0.000000,0
633857,1788020082.0,6.0,0,0,0,0.000000,0
633858,1788020088.0,6.0,0,0,0,0.000000,0
633859,1788020094.0,6.0,0,0,0,0.000000,0
633860,1788020100.0,6.0,0,0,0,0.000000,0
633861,1788020106.001,6.000999927520752,0,0,0,0.000000,0
633862,1788020112.0,5.999000072479248,1,1,3820,0.003820,1
633863,1788020118.001,6.000999927520752,0,0,0,0.000000,0
633864,1788020124.0,5.999000072479248,0,0,0,0.000000,0
633865,1788020130.0,6.0,0,0,0,0.000000,0
633866,1788020136.0,6.0,0,0,0,0.000000,0
633867,1788020142.0,6.0,0,0,0,0.000000,0
633868,1788020148.0,6.0,0,0,0,0.000000,0
633869,1788020154.0,6.0,1,1,3820,0.003820,1
633870,1788020160.0,6.0,0,0,0,0.000000,0
633871,1788020166.0,6.0,0,0,0,0.000000,0
633872,1788020172.0,6.0,0,0,0,0.000000,0
633873,1788020178.0,6.0,0,0,0,0.000000,0
633874,1788020184.0,6.0,0,0,0,0.000000,0
633875,1788020190.0,6.0,0,0,0,0.000000,0
633876,1788020196.0,6.0,0,0,0,0.000000,0
633877,1788020202.001,6.000999927520752,0,0,0,0.000000,0
633878,1788020208.0,5.999000072479248,0,0,0,0.000000,0
633879,1788020214.001,6.000999927520752,0,0,0,0.000000,0
633880,1788020220.0,5.999000072479248,1,1,8097,0.008097,1
633881,1788020226.001,6.000999927520752,0,0,0,0.000000,0
633882,1788020232.0,5.999000072479248,0,0,0,0.000000,0
633883,1788020238.001,6.000999927520752,0,0,0,0.000000,0
633884,1788020244.0,5.999000072479248,0,0,0,0.000000,0
633885,1788020250.001,6.000999927520752,0,0,0,0.000000,0
633886,1788020256.0,5.999000072479248,0,0,0,0.000000,0
633887,1788020262.0,6.0,1,1,8299,0.008299,1
633888,1788020268.0,6.0,0,0,0,0.000000,0
633889,1788020274.0,6.0,0,0,0,0.000000,0
633890,1788020280.0,6.0,0,0,0,0.000000,0
633891,1788020286.0,6.0,0,0,0,0.000000,0
633892,1788020292.0,6.0,0,0,0,0.000000,0
633893,1788020298.0,6.0,0,0,0,0.000000,0
633894,1788020304.0,6.0,0,0,0,0.000000,0
633895,1788020310.0,6.0,0,0,0,0.000000,0
633896,1788020316.0,6.0,0,0,0,0.000000,0
633897,1788020322.0,6.0,0,0,0,0.000000,0
633898,1788020328.0,6.0,0,0,0,0.000000,0
633899,1788020334.001,6.000999927520752,0,0,0,0.000000,0
633900,1788020340.0,5.999000072479248,0,0,0,0.000000,0
633901,1788020346.0,6.0,0,0,0,0.000000,0
633902,1788020352.0,6.0,0,0,0,0.000000,0
633903,1788020358.0,6.0,0,0,0,0.000000,0
633904,1788020364.0,6.0,0,0,0,0.000000,0
633905,1788020370.0,6.0,0,0,0,0.000000,0
633906,1788020376.0,6.0,0,0,0,0.000000,0
633907,1788020382.0,6.0,0,0,0,0.000000,0
633908,1788020388.001,6.000999927520752,0,0,0,0.000000,0
633909,1788020394.0,5.999000072479248,0,0,0,0.000000,0
633910,1788020400.0,6.0,0,0,0,0.000000,0
633911,1788020406.0,6.0,0,0,0,0.000000,0
633912,1788020412.0,6.0,1,1,8399,0.008399,1
633913,1788020418.0,6.0,0,0,0,0.000000,0
633914,1788020424.0,6.0,0,0,0,0.000000,0
633915,1788020430.0,6.0,0,0,0,0.000000,0
633916,1788020436.0,6.0,0,0,0,0.000000,0
633917,1788020442.0,6.0,0,0,0,0.000000,0
633918,1788020448.0,6.0,0,0,0,0.000000,0
633919,1788020454.0,6.0,0,0,0,0.000000,0
633920,1788020460.0,6.0,0,0,0,0.000000,0
633921,1788020466.0,6.0,0,0,0,0.000000,0
633922,1788020472.001,6.000999927520752,0,0,0,0.000000,0
633923,1788020478.0,5.999000072479248,0,0,0,0.000000,0
